;online_transaction_flg;code;category;transaction_amt;customer_id;day_time;day_of_week;time_of_day
303;offline;Бакалейные магазины, супермаркеты;Супермаркеты;100;76086;Суббота Вечер;6;Вечер
304;offline;Бакалейные магазины, супермаркеты;Супермаркеты;100;76086;Суббота Утро;6;Утро
305;offline;Бакалейные магазины, супермаркеты;Супермаркеты;100;76086;Воскресенье Вечер;7;Вечер
306;offline;Фастфуд;Фаст Фуд;500;76086;Воскресенье Вечер;7;Вечер
307;offline;Бакалейные магазины, супермаркеты;Супермаркеты;100;77184;Понедельник День;1;День
308;offline;Фастфуд;Фаст Фуд;80;77184;Вторник День;2;День
309;offline;Фастфуд;Фаст Фуд;1200;77184;Вторник Вечер;2;Вечер
310;offline;Бакалейные магазины, супермаркеты;Супермаркеты;300;77184;Вторник День;2;День
311;online;Фастфуд;Фаст Фуд;200;77184;Среда День;3;День
312;offline;Бакалейные магазины, супермаркеты;Супермаркеты;300;77184;Среда Вечер;3;Вечер
313;offline;Фастфуд;Фаст Фуд;400;77184;Четверг Вечер;4;Вечер
314;offline;Фастфуд;Фаст Фуд;200;77184;Четверг Вечер;4;Вечер
315;offline;Кинотеатры;Кино;1100;77184;Пятница Вечер;5;Вечер
316;offline;Бакалейные магазины, супермаркеты;Супермаркеты;300;77184;Суббота День;6;День
317;offline;Бакалейные магазины, супермаркеты;Супермаркеты;10;77184;Воскресенье День;7;День
318;offline;Бакалейные магазины, супермаркеты;Супермаркеты;300;97066;Пятница Утро;5;Утро
319;offline;Заправочные станции (с вспомогательными услугами или без);Топливо;300;97066;Суббота Утро;6;Утро
320;offline;Фастфуд;Фаст Фуд;200;97066;Суббота День;6;День
321;offline;Фастфуд;Фаст Фуд;200;97066;Воскресенье День;7;День
322;offline;Табачные магазины;Разные товары;300;108656;Понедельник Вечер;1;Вечер
323;offline;Бакалейные магазины, супермаркеты;Супермаркеты;1700;108656;Понедельник Вечер;1;Вечер
